time,open,high,low,close,volume
1771963200,1852.0,1861.85,1848.7,1858.15,442453
1771966800,1857.75,1857.75,1844.9,1853.4,416863
1771970400,1853.4,1863.7,1852.1,1860.0,369225
1771974000,1860.2,1860.2,1850.9,1851.4,142230
1771977600,1851.5,1856.15,1846.05,1851.35,357408
1771981200,1851.1,1923.75,1849.65,1917.85,2216257
1771984800,1917.7,1942.75,1917.6,1920.3,1461475
1771988400,1920.25,1922.35,1902.75,1905.7,1183313
1771992000,1905.7,1913.9,1894.3,1905.55,1315875
1771995600,1905.8,1908.0,1877.4,1887.4,1863139
1771999200,1887.5,1896.0,1884.1,1884.65,976848
1772002800,1884.65,1895.0,1881.6,1892.7,944513
1772006400,1892.8,1913.4,1889.5,1909.8,1486634
1772010000,1909.4,1917.4,1906.95,1914.85,1148757
1772013600,1914.85,1924.85,1909.9,1912.2,1192311
1772017200,1912.2,1928.0,1906.9,1925.9,1386505
1772020800,1925.55,1956.15,1921.65,1952.9,2716770
1772024400,1953.0,1977.05,1951.85,1964.2,2974066
1772028000,1964.3,2000.4,1962.0,1997.05,4265137
1772031600,1997.05,2027.65,1985.75,2013.1,5049928
1772035200,2013.35,2049.0,2012.55,2045.9,4302149
1772038800,2046.0,2085.45,2043.55,2073.65,5447110
1772042400,2073.35,2081.05,2056.5,2073.6,3227086
1772046000,2073.55,2074.65,2059.75,2070.65,1313417
1772049600,2070.9,2083.8,2057.7,2075.2,1138492
1772053200,2074.1,2148.8,2065.35,2099.55,1823061
1772056800,2100.0,2115.2,2073.35,2083.05,891103
1772060400,2082.0,2086.75,2033.7,2057.0,1301411
1772064000,2057.0,2076.05,2047.0,2062.25,1160568
1772067600,2062.1,2066.5,2048.9,2057.75,845943
1772071200,2057.75,2058.45,2038.55,2052.45,1408838
1772074800,2053.15,2059.35,2046.6,2053.6,702445
1772078400,2053.75,2082.4,2051.05,2074.25,1533804
1772082000,2074.35,2074.7,2055.95,2065.65,1415679
1772085600,2065.65,2075.55,2058.6,2062.0,931103
1772089200,2061.6,2067.8,2050.95,2052.85,943172
1772092800,2052.85,2058.75,2044.05,2053.8,1109399
1772096400,2053.8,2076.9,2052.1,2074.25,1273461
1772100000,2074.35,2083.1,2061.65,2064.85,1447991
1772103600,2064.4,2067.0,2053.0,2056.9,983110
1772107200,2057.0,2070.7,2054.8,2069.65,1087926
