time,open,high,low,close,volume
1772787600,193252.5,193532.5,190899.5,191720.5,1.5869999999999997
1772791200,192165.5,192696.0,192064.0,192432.0,0.34
1772794800,192079.5,192530.0,190864.5,190864.5,0.018
1772798400,190637.0,190757.0,189433.5,190451.5,0.837
1772802000,190126.5,191137.5,188033.0,188033.0,0.233
1772805600,187669.0,187954.0,184274.0,184274.0,2.14
1772809200,185107.0,186182.5,183773.5,184241.0,1.6869999999999998
1772812800,184563.5,184978.0,183768.0,184157.5,0.645
1772816400,184127.5,184692.0,182964.0,183741.5,0.6040000000000001
1772820000,184370.5,185399.5,184370.5,185351.5,1.026
1772823600,184905.0,186257.0,184905.0,185422.5,0.15600000000000003
1772827200,185818.5,185833.5,185022.0,185022.0,0.023
1772830800,185027.0,185027.5,184863.5,184863.5,0.266
1772834400,184982.0,184982.0,184830.5,184830.5,0.057999999999999996
1772838000,185275.5,185275.5,184612.5,184612.5,0.022
1772841600,184702.0,184934.0,184562.5,184934.0,0.046
1772845200,184713.5,184713.5,184713.5,184713.5,0.035
1772848800,184588.5,184664.0,184048.0,184664.0,0.067
1772852400,184825.5,185762.5,184564.5,184564.5,0.039
1772856000,184461.0,184536.5,183463.5,184142.5,0.115
1772859600,184340.0,184467.5,184104.0,184416.5,0.036000000000000004
1772863200,184294.0,184294.0,183692.5,183692.5,0.037000000000000005
1772866800,183737.5,183859.5,183373.5,183859.5,0.377
1772870400,184439.5,184467.0,183994.5,183994.5,0.096
1772874000,184845.0,184845.0,184460.5,184660.5,0.059
1772877600,184657.0,184692.5,184353.5,184616.5,0.281
1772881200,184987.5,184987.5,184758.0,184758.0,0.006
1772884800,185068.0,185068.0,184509.0,184509.0,0.028999999999999998
1772888400,184393.0,184609.5,184052.0,184331.5,0.134
1772892000,184291.0,185207.0,183696.5,185207.0,0.225
1772895600,185043.0,185043.0,184064.0,184597.0,0.14500000000000002
1772899200,184197.5,184392.0,184002.5,184222.0,0.042
1772902800,184268.5,184553.0,184231.5,184454.0,0.353
1772906400,183259.5,184070.5,183259.5,183619.5,0.036000000000000004
1772910000,183026.5,183026.5,182205.5,182205.5,0.035
1772913600,183007.0,183400.0,183007.0,183400.0,0.024
1772917200,183654.0,183654.0,183654.0,183654.0,0.002
1772920800,183458.0,183458.0,183458.0,183458.0,0.003
1772924400,183598.0,183860.5,183598.0,183860.5,0.009000000000000001
1772928000,183762.0,183762.0,183369.0,183369.0,0.006
1772931600,183624.5,183742.0,183072.5,183634.0,0.161
1772935200,183218.5,183612.5,180939.0,181104.0,0.048
1772938800,181554.0,182211.0,181554.0,181893.5,0.446
1772942400,182271.5,182361.5,181713.5,181713.5,0.036000000000000004
1772946000,181107.0,182017.0,181101.5,181752.0,0.193
1772949600,181776.5,181776.5,181436.5,181762.0,0.019000000000000003
1772953200,181771.5,182673.5,181771.5,182322.0,0.783
1772956800,182203.0,182743.0,181921.0,182743.0,0.051000000000000004
1772960400,182654.0,183569.0,182493.0,183153.5,0.126
1772964000,183205.0,184574.0,183205.0,184069.0,0.08300000000000002
1772967600,182592.0,182947.5,181875.0,182053.5,0.131
1772971200,181140.0,182007.5,180582.0,181658.5,0.12
1772974800,180708.5,181374.0,180158.5,181374.0,0.31600000000000006
1772978400,181138.0,181737.0,180974.5,181469.0,0.08
1772982000,181544.5,181544.5,180798.0,180798.0,0.027000000000000003
1772985600,181095.5,181259.5,180692.0,180692.0,0.20900000000000002
1772989200,181416.5,181416.5,180584.5,180737.5,0.027999999999999997
1772992800,180580.5,180580.5,180047.5,180179.5,0.022
1772996400,179824.5,183168.5,179824.5,183168.5,0.006
1773000000,183397.5,183397.5,183397.5,183397.5,0.002
1773003600,183397.5,183397.5,183397.5,183397.5,0.0
1773007200,179245.0,181109.5,179245.0,181109.5,0.049
1773010800,182152.5,182152.5,180822.0,180822.0,0.084
1773014400,181697.0,182864.5,181697.0,182357.0,0.031000000000000003
1773018000,182324.0,183183.0,182170.5,183183.0,0.027
1773021600,181737.5,183304.0,181594.5,183026.5,0.044
1773025200,183140.5,186990.0,183140.5,184340.5,0.768
1773028800,184602.5,185118.0,184205.5,184205.5,0.157
1773032400,184922.0,187372.5,184922.0,187372.5,0.051000000000000004
1773036000,187141.0,187141.0,185294.0,185294.0,0.055
1773039600,185243.0,185243.0,183225.0,184823.5,0.41
1773043200,184959.0,186279.0,184581.5,185873.0,0.037000000000000005
1773046800,186174.0,188215.5,186012.0,186948.5,0.043000000000000003
1773050400,186838.0,186838.0,185883.0,185883.0,0.05
1773054000,185960.5,186291.5,184884.5,185876.0,0.195
1773057600,185775.0,187544.5,185775.0,186775.0,0.138
1773061200,186928.5,188793.0,186784.0,188230.5,0.277
1773064800,188199.5,189345.0,187234.0,188418.5,0.435
1773068400,188247.0,188944.0,188143.5,188826.5,0.23700000000000002
1773072000,189235.0,189235.0,188472.0,189031.5,0.08499999999999999
1773075600,188937.5,189259.5,187263.0,188106.5,0.07600000000000001
1773079200,186966.0,188215.5,186966.0,187581.5,0.30000000000000004
1773082800,187628.5,190743.0,187628.5,189660.0,0.11900000000000001
1773086400,189808.5,189904.5,188325.5,188924.5,0.31900000000000006
1773090000,189142.5,189693.5,188913.0,188913.0,0.054
1773093600,188295.5,188295.5,188295.5,188295.5,0.001
1773097200,186401.5,186402.5,185951.0,185951.0,0.045
1773100800,185995.5,187834.5,185995.5,187799.0,0.008
1773104400,187354.0,187354.0,187050.5,187139.0,1.017
1773108000,187878.5,190421.0,187504.0,189594.0,0.8220000000000001
1773111600,189604.0,189683.5,188102.5,188102.5,0.337
1773115200,188771.0,190060.5,188771.0,190060.5,2.478
1773118800,190012.5,190362.5,189655.0,190092.5,0.33
1773122400,189919.0,190593.5,189545.0,190263.5,0.047
1773126000,190130.5,191139.0,190120.5,190659.5,0.529
1773129600,191071.0,192491.5,191071.0,191273.0,0.028999999999999998
1773133200,191600.0,192552.0,191600.0,192552.0,0.088
1773136800,192162.5,192208.5,191372.0,191780.0,0.229
1773140400,191752.0,192051.0,191375.5,191673.5,0.036
1773144000,190929.5,191369.5,190661.5,190694.0,0.187
1773147600,190789.0,191168.5,188556.5,189252.0,0.20400000000000001
1773151200,188699.0,193138.5,187197.5,192956.0,0.4890000000000001
1773154800,192940.5,193967.0,191941.5,192652.0,0.9750000000000001
1773158400,193208.5,194112.5,192998.5,194112.5,0.057999999999999996
1773162000,193603.0,193973.5,192006.5,192899.5,0.128
1773165600,192687.5,192902.5,190047.5,190063.0,1.3090000000000002
1773169200,189928.0,189928.0,188852.5,189586.5,0.049
1773172800,189686.5,190335.0,189686.5,190131.0,0.009000000000000001
1773176400,189732.0,189732.0,189056.5,189062.0,0.061
1773180000,188158.0,188158.0,188158.0,188158.0,0.001
1773183600,188977.5,188977.5,188977.5,188977.5,0.012
1773187200,189300.0,189300.0,189300.0,189300.0,0.001
1773190800,188722.0,189254.0,188722.0,189254.0,0.007
1773194400,189026.0,189026.0,188076.0,188076.0,0.361
1773198000,188309.5,188309.5,187737.0,187891.0,0.040999999999999995
1773201600,187926.0,189942.0,187926.0,189813.5,0.669
1773205200,189492.0,189492.0,187576.5,187576.5,0.336
1773208800,187366.0,188475.5,187366.0,188265.0,0.14
1773212400,188265.5,188270.5,187196.5,187432.5,0.12000000000000001
1773216000,187263.5,188465.5,187206.5,188465.5,0.671
1773219600,188454.0,188590.5,188454.0,188590.5,0.011
1773223200,188821.0,189417.0,188667.5,189383.5,0.036000000000000004
1773226800,189383.5,189383.5,189383.5,189383.5,0.0
1773230400,188762.0,188943.0,188762.0,188943.0,0.055
1773234000,188807.0,193310.5,188806.5,191225.0,0.9550000000000001
1773237600,192283.5,194143.5,191067.5,193434.5,0.64
1773241200,191774.5,191774.5,190223.5,190805.5,0.08300000000000002
1773244800,191841.0,193301.0,191841.0,193212.0,0.305
1773248400,193641.0,195058.0,192504.0,193160.0,0.28400000000000003
1773252000,193266.5,194261.0,193235.0,194107.0,0.7130000000000001
1773255600,194031.5,194031.5,193402.0,193852.0,0.042
1773259200,193285.5,193285.5,192494.0,192494.0,1.031
1773262800,192223.0,192316.0,192223.0,192316.0,0.003
1773266400,192316.0,192316.0,192316.0,192316.0,0.0
1773270000,191109.5,191109.5,191109.5,191109.5,0.002
1773273600,191109.5,191109.5,191109.5,191109.5,0.0
1773277200,190650.0,190887.5,190650.0,190689.5,0.026
1773280800,190527.5,190527.5,189003.5,189006.0,0.9209999999999999
1773284400,188854.0,189423.5,188751.0,189363.5,0.22600000000000003
1773288000,188598.5,188901.0,188416.0,188454.5,1.0859999999999999
1773291600,188779.0,189071.5,188779.0,188925.0,0.11
1773295200,189187.5,190030.5,189187.5,189895.0,0.085
1773298800,189973.5,190726.0,189800.0,190500.0,0.526
1773302400,190715.0,191634.0,190673.0,191431.0,1.055
1773306000,191224.5,192965.0,190729.0,192965.0,0.095
1773309600,192252.5,193791.5,192030.0,193679.0,0.652
1773313200,193523.5,194130.0,193106.0,193106.0,0.6020000000000001
1773316800,192831.5,193150.5,192560.0,192952.5,0.119
1773320400,193081.0,194234.0,192101.5,193677.5,0.16200000000000003
1773324000,194267.5,194607.5,190531.0,190815.0,0.187
1773327600,191126.0,194229.0,191126.0,193433.0,0.055
1773331200,193560.5,193753.0,192703.5,193314.0,0.12
1773334800,193622.5,193622.5,192586.0,192948.5,0.039
1773338400,192463.0,192463.0,191976.5,191976.5,0.106
1773342000,192098.0,193110.5,192098.0,193039.0,0.014000000000000002
1773345600,193048.5,193048.5,193048.5,193048.5,0.016
1773349200,192649.0,192649.0,192536.0,192536.0,0.018000000000000002
1773352800,192536.0,192536.0,192536.0,192536.0,0.0
1773356400,192912.0,194738.0,192912.0,194324.0,0.043000000000000003
1773360000,197305.0,200694.0,197305.0,198096.5,0.024
1773363600,198388.5,198676.0,197679.5,198520.5,0.029000000000000005
1773367200,198051.5,198051.5,196431.5,196584.0,0.032
1773370800,196633.5,197210.5,196633.5,197210.5,0.421
1773374400,197904.0,197907.5,197232.5,197334.0,0.202
1773378000,197223.5,197385.5,196612.5,197317.0,0.392
1773381600,196900.5,197227.5,195585.5,195882.5,0.046
1773385200,196417.0,196417.0,195994.0,196182.0,0.068
1773388800,196027.5,197171.0,195411.5,195962.5,0.026999999999999996
1773392400,196442.0,197180.5,196174.5,197180.5,0.47700000000000004
1773396000,197702.5,198963.0,197702.5,198500.5,0.278
1773399600,198567.0,198635.5,197577.0,197577.5,1.064
1773403200,198254.5,200135.5,198254.5,200135.5,2.354
1773406800,200254.5,204323.0,200115.0,204323.0,0.9660000000000001
