time,open,high,low,close,volume
1771963200,64406.0,64563.5,64290.0,64437.5,220987
1771966800,64409.0,64409.0,63805.5,64016.0,299736
1771970400,64002.0,64206.5,63949.5,64096.0,102543
1771974000,64096.5,64225.0,63827.5,64037.0,125037
1771977600,64038.0,64294.5,63882.0,64194.5,190398
1771981200,64194.0,66287.0,64116.5,65867.5,1003444
1771984800,65863.0,66286.5,65828.5,65858.5,436542
1771988400,65867.0,65936.5,65318.0,65368.0,581073
1771992000,65369.0,65629.0,65097.5,65435.0,487204
1771995600,65436.0,65487.0,64726.0,64854.5,623240
1771999200,64855.5,65105.5,64834.5,64869.5,395332
1772002800,64868.5,65167.0,64746.0,65008.5,486558
1772006400,65007.5,65557.0,64935.5,65498.0,592952
1772010000,65498.0,65679.5,65398.0,65530.5,425204
1772013600,65531.5,65638.0,65310.0,65372.5,490214
1772017200,65371.5,65460.0,65171.5,65404.0,480242
1772020800,65395.0,66217.0,65292.0,66045.0,1061801
1772024400,66045.0,66660.0,65995.5,66215.5,1286726
1772028000,66215.5,66992.5,66185.5,66944.0,1960472
1772031600,66940.5,67545.5,66686.5,67369.5,1702625
1772035200,67369.5,68306.0,67362.5,68257.0,1818176
1772038800,68256.0,68849.0,67987.5,68632.0,2320210
1772042400,68630.5,69533.5,68345.0,69299.5,1973231
1772046000,69300.5,69381.0,68742.5,69005.5,962849
1772049600,69015.5,69351.0,68580.0,69099.5,567179
1772053200,69110.5,70005.0,68728.5,68880.5,581582
1772056800,68884.5,69151.0,68027.5,68437.5,389815
1772060400,68415.0,68670.5,67566.5,67958.5,395127
1772064000,67954.0,68510.5,67700.0,68318.0,373335
1772067600,68301.5,68670.0,68180.0,68220.0,350252
1772071200,68220.0,68329.0,67765.0,68226.5,470882
1772074800,68225.5,68354.5,68020.0,68193.5,233255
1772078400,68194.5,68848.0,68156.5,68539.5,562028
1772082000,68539.5,68540.5,68089.0,68415.5,520865
1772085600,68415.5,68495.0,68032.5,68153.5,392684
1772089200,68150.0,68273.0,67797.0,67806.0,473562
1772092800,67807.0,68220.0,67763.5,67929.5,478460
1772096400,67946.5,68622.5,67906.5,68560.0,646697
1772100000,68561.0,68696.0,68230.0,68278.0,615032
1772103600,68279.0,68378.5,67958.5,68030.0,467676
1772107200,68032.0,68278.0,67983.5,68147.5,539567
1772110800,68148.0,68194.0,67816.5,67884.0,711283
1772114400,67884.0,68257.5,67242.0,67668.0,2103409
